Tesla V100-PCIE-32GB Training and Evaluation Results
Epoch	Train Loss
Epoch: 1	Train loss: 3.199e-01	Val loss: 4.211e-02	 Learning rate: 0.00025
Epoch: 28	Train loss: 1.107e-02	Val loss: 1.160e-02	 Learning rate: 1.52587890625e-08
Epoch: 29	Train loss: 1.107e-02	Val loss: 1.161e-02	 Learning rate: 1.52587890625e-08
Epoch: 30	Train loss: 1.107e-02	Val loss: 1.160e-02	 Learning rate: 1.52587890625e-08
Epoch: 31	Train loss: 1.107e-02	Val loss: 1.160e-02	 Learning rate: 1.52587890625e-08
Epoch: 32	Train loss: 1.107e-02	Val loss: 1.160e-02	 Learning rate: 1.52587890625e-08
Epoch: 33	Train loss: 1.107e-02	Val loss: 1.160e-02	 Learning rate: 1.52587890625e-08
Epoch: 34	Train loss: 1.107e-02	Val loss: 1.160e-02	 Learning rate: 1.52587890625e-08
Epoch: 35	Train loss: 1.107e-02	Val loss: 1.160e-02	 Learning rate: 1.52587890625e-08
Epoch: 36	Train loss: 1.107e-02	Val loss: 1.160e-02	 Learning rate: 1.52587890625e-08
Epoch: 37	Train loss: 1.106e-02	Val loss: 1.160e-02	 Learning rate: 1.52587890625e-08
Epoch: 38	Train loss: 1.106e-02	Val loss: 1.160e-02	 Learning rate: 1.52587890625e-08
Epoch: 39	Train loss: 1.106e-02	Val loss: 1.160e-02	 Learning rate: 1.52587890625e-08
Epoch: 40	Train loss: 1.106e-02	Val loss: 1.160e-02	 Learning rate: 1.52587890625e-08
Epoch: 41	Train loss: 1.106e-02	Val loss: 1.160e-02	 Learning rate: 1.52587890625e-08
Epoch: 42	Train loss: 1.106e-02	Val loss: 1.160e-02	 Learning rate: 1.52587890625e-08
Epoch: 43	Train loss: 1.106e-02	Val loss: 1.160e-02	 Learning rate: 1.52587890625e-08
Epoch: 44	Train loss: 1.106e-02	Val loss: 1.160e-02	 Learning rate: 1.52587890625e-08
Epoch: 45	Train loss: 1.106e-02	Val loss: 1.160e-02	 Learning rate: 1.52587890625e-08
Epoch: 46	Train loss: 1.106e-02	Val loss: 1.160e-02	 Learning rate: 1.52587890625e-08
Epoch: 47	Train loss: 1.106e-02	Val loss: 1.160e-02	 Learning rate: 1.52587890625e-08
Epoch: 48	Train loss: 1.106e-02	Val loss: 1.159e-02	 Learning rate: 1.52587890625e-08
Epoch: 49	Train loss: 1.106e-02	Val loss: 1.159e-02	 Learning rate: 1.52587890625e-08
Epoch: 50	Train loss: 1.106e-02	Val loss: 1.160e-02	 Learning rate: 1.52587890625e-08
Epoch: 51	Train loss: 1.106e-02	Val loss: 1.159e-02	 Learning rate: 1.52587890625e-08
Epoch: 52	Train loss: 1.106e-02	Val loss: 1.159e-02	 Learning rate: 1.52587890625e-08
Epoch: 53	Train loss: 1.105e-02	Val loss: 1.159e-02	 Learning rate: 1.52587890625e-08
Epoch: 54	Train loss: 1.105e-02	Val loss: 1.159e-02	 Learning rate: 1.52587890625e-08
Epoch: 55	Train loss: 1.105e-02	Val loss: 1.159e-02	 Learning rate: 1.52587890625e-08
Epoch: 56	Train loss: 1.105e-02	Val loss: 1.159e-02	 Learning rate: 1.52587890625e-08
Epoch: 57	Train loss: 1.105e-02	Val loss: 1.159e-02	 Learning rate: 1.52587890625e-08
Epoch: 58	Train loss: 1.105e-02	Val loss: 1.159e-02	 Learning rate: 1.52587890625e-08
Epoch: 59	Train loss: 1.105e-02	Val loss: 1.159e-02	 Learning rate: 1.52587890625e-08
Epoch: 60	Train loss: 1.105e-02	Val loss: 1.159e-02	 Learning rate: 1.52587890625e-08
Epoch: 61	Train loss: 1.105e-02	Val loss: 1.159e-02	 Learning rate: 1.52587890625e-08
Epoch: 62	Train loss: 1.105e-02	Val loss: 1.158e-02	 Learning rate: 1.52587890625e-08
Epoch: 63	Train loss: 1.105e-02	Val loss: 1.159e-02	 Learning rate: 1.52587890625e-08
Epoch: 64	Train loss: 1.105e-02	Val loss: 1.159e-02	 Learning rate: 1.52587890625e-08
Epoch: 65	Train loss: 1.105e-02	Val loss: 1.159e-02	 Learning rate: 1.52587890625e-08
Epoch: 66	Train loss: 1.105e-02	Val loss: 1.159e-02	 Learning rate: 1.52587890625e-08
Epoch: 67	Train loss: 1.105e-02	Val loss: 1.159e-02	 Learning rate: 1.52587890625e-08
Epoch: 68	Train loss: 1.105e-02	Val loss: 1.158e-02	 Learning rate: 1.52587890625e-08
Epoch: 69	Train loss: 1.105e-02	Val loss: 1.159e-02	 Learning rate: 1.52587890625e-08
Epoch: 70	Train loss: 1.104e-02	Val loss: 1.158e-02	 Learning rate: 1.52587890625e-08
Epoch: 71	Train loss: 1.104e-02	Val loss: 1.158e-02	 Learning rate: 1.52587890625e-08
Epoch: 72	Train loss: 1.104e-02	Val loss: 1.158e-02	 Learning rate: 1.52587890625e-08
Epoch: 73	Train loss: 1.104e-02	Val loss: 1.158e-02	 Learning rate: 1.52587890625e-08
Epoch: 74	Train loss: 1.104e-02	Val loss: 1.158e-02	 Learning rate: 1.52587890625e-08
Epoch: 75	Train loss: 1.104e-02	Val loss: 1.158e-02	 Learning rate: 1.52587890625e-08
Epoch: 76	Train loss: 1.104e-02	Val loss: 1.158e-02	 Learning rate: 1.52587890625e-08
Epoch: 77	Train loss: 1.104e-02	Val loss: 1.158e-02	 Learning rate: 1.52587890625e-08
Epoch: 78	Train loss: 1.104e-02	Val loss: 1.158e-02	 Learning rate: 1.52587890625e-08
Epoch: 79	Train loss: 1.104e-02	Val loss: 1.158e-02	 Learning rate: 1.52587890625e-08
Epoch: 80	Train loss: 1.104e-02	Val loss: 1.157e-02	 Learning rate: 1.52587890625e-08
Epoch: 81	Train loss: 1.104e-02	Val loss: 1.158e-02	 Learning rate: 1.52587890625e-08
Epoch: 82	Train loss: 1.104e-02	Val loss: 1.157e-02	 Learning rate: 1.52587890625e-08
Epoch: 83	Train loss: 1.104e-02	Val loss: 1.157e-02	 Learning rate: 1.52587890625e-08
Epoch: 84	Train loss: 1.104e-02	Val loss: 1.157e-02	 Learning rate: 1.52587890625e-08
Epoch: 85	Train loss: 1.104e-02	Val loss: 1.157e-02	 Learning rate: 1.52587890625e-08
Epoch: 86	Train loss: 1.104e-02	Val loss: 1.157e-02	 Learning rate: 1.52587890625e-08
Epoch: 87	Train loss: 1.103e-02	Val loss: 1.157e-02	 Learning rate: 1.52587890625e-08
Epoch: 88	Train loss: 1.103e-02	Val loss: 1.157e-02	 Learning rate: 1.52587890625e-08
Epoch: 89	Train loss: 1.103e-02	Val loss: 1.157e-02	 Learning rate: 1.52587890625e-08
Epoch: 90	Train loss: 1.103e-02	Val loss: 1.157e-02	 Learning rate: 1.52587890625e-08
Epoch: 91	Train loss: 1.103e-02	Val loss: 1.157e-02	 Learning rate: 1.52587890625e-08
Epoch: 92	Train loss: 1.103e-02	Val loss: 1.157e-02	 Learning rate: 1.52587890625e-08
Epoch: 93	Train loss: 1.103e-02	Val loss: 1.156e-02	 Learning rate: 1.52587890625e-08
Epoch: 94	Train loss: 1.103e-02	Val loss: 1.156e-02	 Learning rate: 1.52587890625e-08
Epoch: 95	Train loss: 1.103e-02	Val loss: 1.157e-02	 Learning rate: 1.52587890625e-08
Epoch: 96	Train loss: 1.103e-02	Val loss: 1.156e-02	 Learning rate: 1.52587890625e-08
Epoch: 97	Train loss: 1.103e-02	Val loss: 1.156e-02	 Learning rate: 1.52587890625e-08
Epoch: 98	Train loss: 1.103e-02	Val loss: 1.156e-02	 Learning rate: 1.52587890625e-08
Epoch: 99	Train loss: 1.103e-02	Val loss: 1.156e-02	 Learning rate: 1.52587890625e-08
Epoch: 100	Train loss: 1.103e-02	Val loss: 1.156e-02	 Learning rate: 1.52587890625e-08
Epoch: 101	Train loss: 1.103e-02	Val loss: 1.156e-02	 Learning rate: 1.52587890625e-08
Epoch: 102	Train loss: 1.103e-02	Val loss: 1.156e-02	 Learning rate: 1.52587890625e-08
Epoch: 103	Train loss: 1.102e-02	Val loss: 1.156e-02	 Learning rate: 1.52587890625e-08
Epoch: 104	Train loss: 1.103e-02	Val loss: 1.156e-02	 Learning rate: 1.52587890625e-08
Epoch: 105	Train loss: 1.102e-02	Val loss: 1.156e-02	 Learning rate: 1.52587890625e-08
Epoch: 106	Train loss: 1.102e-02	Val loss: 1.156e-02	 Learning rate: 1.52587890625e-08
Epoch: 107	Train loss: 1.102e-02	Val loss: 1.156e-02	 Learning rate: 1.52587890625e-08
Epoch: 108	Train loss: 1.102e-02	Val loss: 1.156e-02	 Learning rate: 1.52587890625e-08
Epoch: 109	Train loss: 1.102e-02	Val loss: 1.156e-02	 Learning rate: 1.52587890625e-08
Epoch: 110	Train loss: 1.102e-02	Val loss: 1.156e-02	 Learning rate: 1.52587890625e-08
Epoch: 111	Train loss: 1.102e-02	Val loss: 1.156e-02	 Learning rate: 1.52587890625e-08
Epoch: 112	Train loss: 1.102e-02	Val loss: 1.156e-02	 Learning rate: 1.52587890625e-08
Epoch: 113	Train loss: 1.102e-02	Val loss: 1.156e-02	 Learning rate: 1.52587890625e-08
Epoch: 114	Train loss: 1.102e-02	Val loss: 1.155e-02	 Learning rate: 1.52587890625e-08
Epoch: 115	Train loss: 1.102e-02	Val loss: 1.155e-02	 Learning rate: 1.52587890625e-08
Epoch: 116	Train loss: 1.102e-02	Val loss: 1.155e-02	 Learning rate: 1.52587890625e-08
Epoch: 117	Train loss: 1.102e-02	Val loss: 1.155e-02	 Learning rate: 1.52587890625e-08
Epoch: 118	Train loss: 1.102e-02	Val loss: 1.155e-02	 Learning rate: 1.52587890625e-08
Epoch: 119	Train loss: 1.102e-02	Val loss: 1.155e-02	 Learning rate: 1.52587890625e-08
Epoch: 120	Train loss: 1.102e-02	Val loss: 1.155e-02	 Learning rate: 1.52587890625e-08
Epoch: 121	Train loss: 1.101e-02	Val loss: 1.155e-02	 Learning rate: 1.52587890625e-08
Epoch: 122	Train loss: 1.101e-02	Val loss: 1.155e-02	 Learning rate: 1.52587890625e-08
Epoch: 123	Train loss: 1.101e-02	Val loss: 1.155e-02	 Learning rate: 1.52587890625e-08
Epoch: 124	Train loss: 1.101e-02	Val loss: 1.155e-02	 Learning rate: 1.52587890625e-08
Epoch: 125	Train loss: 1.101e-02	Val loss: 1.155e-02	 Learning rate: 1.52587890625e-08
Epoch: 126	Train loss: 1.101e-02	Val loss: 1.155e-02	 Learning rate: 1.52587890625e-08
Epoch: 127	Train loss: 1.101e-02	Val loss: 1.155e-02	 Learning rate: 1.52587890625e-08
Epoch: 128	Train loss: 1.101e-02	Val loss: 1.154e-02	 Learning rate: 1.52587890625e-08
Epoch: 129	Train loss: 1.101e-02	Val loss: 1.154e-02	 Learning rate: 1.52587890625e-08
Epoch: 130	Train loss: 1.101e-02	Val loss: 1.154e-02	 Learning rate: 1.52587890625e-08
Epoch: 131	Train loss: 1.101e-02	Val loss: 1.154e-02	 Learning rate: 1.52587890625e-08
Epoch: 132	Train loss: 1.101e-02	Val loss: 1.154e-02	 Learning rate: 1.52587890625e-08
Epoch: 133	Train loss: 1.101e-02	Val loss: 1.155e-02	 Learning rate: 1.52587890625e-08
Epoch: 134	Train loss: 1.101e-02	Val loss: 1.154e-02	 Learning rate: 1.52587890625e-08
Epoch: 135	Train loss: 1.101e-02	Val loss: 1.154e-02	 Learning rate: 1.52587890625e-08
Epoch: 136	Train loss: 1.101e-02	Val loss: 1.154e-02	 Learning rate: 1.52587890625e-08
Epoch: 137	Train loss: 1.101e-02	Val loss: 1.154e-02	 Learning rate: 1.52587890625e-08
Epoch: 138	Train loss: 1.100e-02	Val loss: 1.154e-02	 Learning rate: 1.52587890625e-08
Epoch: 139	Train loss: 1.100e-02	Val loss: 1.154e-02	 Learning rate: 1.52587890625e-08
Epoch: 140	Train loss: 1.100e-02	Val loss: 1.154e-02	 Learning rate: 1.52587890625e-08
Epoch: 141	Train loss: 1.100e-02	Val loss: 1.153e-02	 Learning rate: 1.52587890625e-08
Epoch: 142	Train loss: 1.100e-02	Val loss: 1.154e-02	 Learning rate: 1.52587890625e-08
Epoch: 143	Train loss: 1.100e-02	Val loss: 1.153e-02	 Learning rate: 1.52587890625e-08
Epoch: 144	Train loss: 1.100e-02	Val loss: 1.154e-02	 Learning rate: 1.52587890625e-08
Epoch: 145	Train loss: 1.100e-02	Val loss: 1.153e-02	 Learning rate: 1.52587890625e-08
Epoch: 146	Train loss: 1.100e-02	Val loss: 1.154e-02	 Learning rate: 1.52587890625e-08
Epoch: 147	Train loss: 1.100e-02	Val loss: 1.153e-02	 Learning rate: 1.52587890625e-08
Epoch: 148	Train loss: 1.100e-02	Val loss: 1.153e-02	 Learning rate: 1.52587890625e-08
Epoch: 149	Train loss: 1.100e-02	Val loss: 1.153e-02	 Learning rate: 1.52587890625e-08
Epoch: 150	Train loss: 1.100e-02	Val loss: 1.153e-02	 Learning rate: 1.52587890625e-08
Epoch: 151	Train loss: 1.100e-02	Val loss: 1.153e-02	 Learning rate: 1.52587890625e-08
Epoch: 152	Train loss: 1.100e-02	Val loss: 1.153e-02	 Learning rate: 1.52587890625e-08
Epoch: 153	Train loss: 1.100e-02	Val loss: 1.153e-02	 Learning rate: 1.52587890625e-08
Epoch: 154	Train loss: 1.100e-02	Val loss: 1.153e-02	 Learning rate: 1.52587890625e-08
Epoch: 155	Train loss: 1.099e-02	Val loss: 1.153e-02	 Learning rate: 1.52587890625e-08
Epoch: 156	Train loss: 1.100e-02	Val loss: 1.153e-02	 Learning rate: 1.52587890625e-08
Epoch: 157	Train loss: 1.099e-02	Val loss: 1.153e-02	 Learning rate: 1.52587890625e-08
Epoch: 158	Train loss: 1.099e-02	Val loss: 1.153e-02	 Learning rate: 1.52587890625e-08
Epoch: 159	Train loss: 1.099e-02	Val loss: 1.153e-02	 Learning rate: 1.52587890625e-08
Epoch: 160	Train loss: 1.099e-02	Val loss: 1.153e-02	 Learning rate: 1.52587890625e-08
Epoch: 161	Train loss: 1.099e-02	Val loss: 1.152e-02	 Learning rate: 1.52587890625e-08
Epoch: 162	Train loss: 1.099e-02	Val loss: 1.153e-02	 Learning rate: 1.52587890625e-08
Epoch: 163	Train loss: 1.099e-02	Val loss: 1.153e-02	 Learning rate: 1.52587890625e-08
Epoch: 164	Train loss: 1.099e-02	Val loss: 1.152e-02	 Learning rate: 1.52587890625e-08
Epoch: 165	Train loss: 1.099e-02	Val loss: 1.152e-02	 Learning rate: 1.52587890625e-08
Epoch: 166	Train loss: 1.099e-02	Val loss: 1.153e-02	 Learning rate: 1.52587890625e-08
Epoch: 167	Train loss: 1.099e-02	Val loss: 1.152e-02	 Learning rate: 1.52587890625e-08
Epoch: 168	Train loss: 1.099e-02	Val loss: 1.152e-02	 Learning rate: 1.52587890625e-08
Epoch: 169	Train loss: 1.099e-02	Val loss: 1.152e-02	 Learning rate: 1.52587890625e-08
Epoch: 170	Train loss: 1.099e-02	Val loss: 1.152e-02	 Learning rate: 1.52587890625e-08
Epoch: 171	Train loss: 1.099e-02	Val loss: 1.152e-02	 Learning rate: 1.52587890625e-08
Epoch: 172	Train loss: 1.099e-02	Val loss: 1.152e-02	 Learning rate: 1.52587890625e-08
Epoch: 173	Train loss: 1.098e-02	Val loss: 1.152e-02	 Learning rate: 1.52587890625e-08
Epoch: 174	Train loss: 1.098e-02	Val loss: 1.152e-02	 Learning rate: 1.52587890625e-08
Epoch: 175	Train loss: 1.098e-02	Val loss: 1.152e-02	 Learning rate: 1.52587890625e-08
Epoch: 176	Train loss: 1.098e-02	Val loss: 1.152e-02	 Learning rate: 1.52587890625e-08
Epoch: 177	Train loss: 1.098e-02	Val loss: 1.152e-02	 Learning rate: 1.52587890625e-08
Epoch: 178	Train loss: 1.098e-02	Val loss: 1.151e-02	 Learning rate: 1.52587890625e-08
Epoch: 179	Train loss: 1.098e-02	Val loss: 1.151e-02	 Learning rate: 1.52587890625e-08
Epoch: 180	Train loss: 1.098e-02	Val loss: 1.151e-02	 Learning rate: 1.52587890625e-08
Epoch: 181	Train loss: 1.098e-02	Val loss: 1.152e-02	 Learning rate: 1.52587890625e-08
Epoch: 182	Train loss: 1.098e-02	Val loss: 1.151e-02	 Learning rate: 1.52587890625e-08
Epoch: 183	Train loss: 1.098e-02	Val loss: 1.151e-02	 Learning rate: 1.52587890625e-08
Epoch: 184	Train loss: 1.098e-02	Val loss: 1.151e-02	 Learning rate: 1.52587890625e-08
Epoch: 185	Train loss: 1.098e-02	Val loss: 1.151e-02	 Learning rate: 1.52587890625e-08
Epoch: 186	Train loss: 1.098e-02	Val loss: 1.151e-02	 Learning rate: 1.52587890625e-08
Epoch: 187	Train loss: 1.098e-02	Val loss: 1.151e-02	 Learning rate: 1.52587890625e-08
Epoch: 188	Train loss: 1.098e-02	Val loss: 1.151e-02	 Learning rate: 1.52587890625e-08
Epoch: 189	Train loss: 1.098e-02	Val loss: 1.151e-02	 Learning rate: 1.52587890625e-08
Epoch: 190	Train loss: 1.097e-02	Val loss: 1.151e-02	 Learning rate: 1.52587890625e-08
Epoch: 191	Train loss: 1.097e-02	Val loss: 1.151e-02	 Learning rate: 1.52587890625e-08
Epoch: 192	Train loss: 1.097e-02	Val loss: 1.151e-02	 Learning rate: 1.52587890625e-08
Epoch: 193	Train loss: 1.097e-02	Val loss: 1.151e-02	 Learning rate: 1.52587890625e-08
Epoch: 194	Train loss: 1.097e-02	Val loss: 1.151e-02	 Learning rate: 1.52587890625e-08
Epoch: 195	Train loss: 1.097e-02	Val loss: 1.151e-02	 Learning rate: 1.52587890625e-08
Epoch: 196	Train loss: 1.097e-02	Val loss: 1.150e-02	 Learning rate: 1.52587890625e-08
Epoch: 197	Train loss: 1.097e-02	Val loss: 1.151e-02	 Learning rate: 1.52587890625e-08
Epoch: 198	Train loss: 1.097e-02	Val loss: 1.150e-02	 Learning rate: 1.52587890625e-08
Epoch: 199	Train loss: 1.097e-02	Val loss: 1.150e-02	 Learning rate: 1.52587890625e-08
Epoch: 200	Train loss: 1.097e-02	Val loss: 1.150e-02	 Learning rate: 1.52587890625e-08
Epoch: 201	Train loss: 1.097e-02	Val loss: 1.150e-02	 Learning rate: 1.52587890625e-08
Epoch: 202	Train loss: 1.097e-02	Val loss: 1.151e-02	 Learning rate: 1.52587890625e-08
Epoch: 203	Train loss: 1.097e-02	Val loss: 1.150e-02	 Learning rate: 1.52587890625e-08
Epoch: 204	Train loss: 1.097e-02	Val loss: 1.150e-02	 Learning rate: 1.52587890625e-08
Epoch: 205	Train loss: 1.097e-02	Val loss: 1.150e-02	 Learning rate: 1.52587890625e-08
Epoch: 206	Train loss: 1.096e-02	Val loss: 1.150e-02	 Learning rate: 1.52587890625e-08
Epoch: 207	Train loss: 1.096e-02	Val loss: 1.150e-02	 Learning rate: 1.52587890625e-08
Epoch: 208	Train loss: 1.096e-02	Val loss: 1.150e-02	 Learning rate: 1.52587890625e-08
Epoch: 209	Train loss: 1.096e-02	Val loss: 1.150e-02	 Learning rate: 1.52587890625e-08
Epoch: 210	Train loss: 1.096e-02	Val loss: 1.150e-02	 Learning rate: 1.52587890625e-08
Epoch: 211	Train loss: 1.096e-02	Val loss: 1.150e-02	 Learning rate: 1.52587890625e-08
Epoch: 212	Train loss: 1.096e-02	Val loss: 1.150e-02	 Learning rate: 1.52587890625e-08
Epoch: 213	Train loss: 1.096e-02	Val loss: 1.150e-02	 Learning rate: 1.52587890625e-08
Epoch: 214	Train loss: 1.096e-02	Val loss: 1.149e-02	 Learning rate: 1.52587890625e-08
Epoch: 215	Train loss: 1.096e-02	Val loss: 1.150e-02	 Learning rate: 1.52587890625e-08
Epoch: 216	Train loss: 1.096e-02	Val loss: 1.149e-02	 Learning rate: 1.52587890625e-08
Epoch: 217	Train loss: 1.096e-02	Val loss: 1.149e-02	 Learning rate: 1.52587890625e-08
Epoch: 218	Train loss: 1.096e-02	Val loss: 1.149e-02	 Learning rate: 1.52587890625e-08
Epoch: 219	Train loss: 1.096e-02	Val loss: 1.149e-02	 Learning rate: 1.52587890625e-08
Epoch: 220	Train loss: 1.096e-02	Val loss: 1.149e-02	 Learning rate: 1.52587890625e-08
Epoch: 221	Train loss: 1.096e-02	Val loss: 1.149e-02	 Learning rate: 1.52587890625e-08
Epoch: 222	Train loss: 1.096e-02	Val loss: 1.149e-02	 Learning rate: 1.52587890625e-08
Epoch: 223	Train loss: 1.096e-02	Val loss: 1.149e-02	 Learning rate: 1.52587890625e-08
Epoch: 224	Train loss: 1.095e-02	Val loss: 1.149e-02	 Learning rate: 1.52587890625e-08
Epoch: 225	Train loss: 1.095e-02	Val loss: 1.149e-02	 Learning rate: 1.52587890625e-08
Epoch: 226	Train loss: 1.095e-02	Val loss: 1.149e-02	 Learning rate: 1.52587890625e-08
Epoch: 227	Train loss: 1.095e-02	Val loss: 1.149e-02	 Learning rate: 1.52587890625e-08
Epoch: 228	Train loss: 1.095e-02	Val loss: 1.149e-02	 Learning rate: 1.52587890625e-08
Epoch: 229	Train loss: 1.095e-02	Val loss: 1.149e-02	 Learning rate: 1.52587890625e-08
Epoch: 230	Train loss: 1.095e-02	Val loss: 1.148e-02	 Learning rate: 1.52587890625e-08
Epoch: 231	Train loss: 1.095e-02	Val loss: 1.148e-02	 Learning rate: 1.52587890625e-08
Epoch: 232	Train loss: 1.095e-02	Val loss: 1.148e-02	 Learning rate: 1.52587890625e-08
Epoch: 233	Train loss: 1.095e-02	Val loss: 1.149e-02	 Learning rate: 1.52587890625e-08
Epoch: 234	Train loss: 1.095e-02	Val loss: 1.148e-02	 Learning rate: 1.52587890625e-08
Epoch: 235	Train loss: 1.095e-02	Val loss: 1.148e-02	 Learning rate: 1.52587890625e-08
Epoch: 236	Train loss: 1.095e-02	Val loss: 1.148e-02	 Learning rate: 1.52587890625e-08
Epoch: 237	Train loss: 1.095e-02	Val loss: 1.148e-02	 Learning rate: 1.52587890625e-08
Epoch: 238	Train loss: 1.095e-02	Val loss: 1.148e-02	 Learning rate: 1.52587890625e-08
Epoch: 239	Train loss: 1.094e-02	Val loss: 1.148e-02	 Learning rate: 1.52587890625e-08
Epoch: 240	Train loss: 1.094e-02	Val loss: 1.148e-02	 Learning rate: 1.52587890625e-08
Epoch: 241	Train loss: 1.094e-02	Val loss: 1.148e-02	 Learning rate: 1.52587890625e-08
Epoch: 242	Train loss: 1.094e-02	Val loss: 1.148e-02	 Learning rate: 1.52587890625e-08
Epoch: 243	Train loss: 1.094e-02	Val loss: 1.147e-02	 Learning rate: 1.52587890625e-08
Epoch: 244	Train loss: 1.094e-02	Val loss: 1.147e-02	 Learning rate: 1.52587890625e-08
Epoch: 245	Train loss: 1.094e-02	Val loss: 1.147e-02	 Learning rate: 1.52587890625e-08
Epoch: 246	Train loss: 1.094e-02	Val loss: 1.148e-02	 Learning rate: 1.52587890625e-08
Epoch: 247	Train loss: 1.094e-02	Val loss: 1.147e-02	 Learning rate: 1.52587890625e-08
Epoch: 248	Train loss: 1.094e-02	Val loss: 1.147e-02	 Learning rate: 1.52587890625e-08
Epoch: 249	Train loss: 1.094e-02	Val loss: 1.147e-02	 Learning rate: 1.52587890625e-08
Epoch: 250	Train loss: 1.094e-02	Val loss: 1.147e-02	 Learning rate: 1.52587890625e-08
Epoch: 251	Train loss: 1.094e-02	Val loss: 1.147e-02	 Learning rate: 1.52587890625e-08
Epoch: 252	Train loss: 1.094e-02	Val loss: 1.147e-02	 Learning rate: 1.52587890625e-08
Epoch: 253	Train loss: 1.094e-02	Val loss: 1.147e-02	 Learning rate: 1.52587890625e-08
Epoch: 254	Train loss: 1.094e-02	Val loss: 1.147e-02	 Learning rate: 1.52587890625e-08
Epoch: 255	Train loss: 1.093e-02	Val loss: 1.147e-02	 Learning rate: 1.52587890625e-08
Epoch: 256	Train loss: 1.094e-02	Val loss: 1.147e-02	 Learning rate: 1.52587890625e-08
Epoch: 257	Train loss: 1.094e-02	Val loss: 1.147e-02	 Learning rate: 1.52587890625e-08
Epoch: 258	Train loss: 1.093e-02	Val loss: 1.147e-02	 Learning rate: 1.52587890625e-08
Epoch: 259	Train loss: 1.093e-02	Val loss: 1.147e-02	 Learning rate: 1.52587890625e-08
Epoch: 260	Train loss: 1.093e-02	Val loss: 1.147e-02	 Learning rate: 1.52587890625e-08
Epoch: 261	Train loss: 1.093e-02	Val loss: 1.146e-02	 Learning rate: 1.52587890625e-08
Epoch: 262	Train loss: 1.093e-02	Val loss: 1.146e-02	 Learning rate: 1.52587890625e-08
Epoch: 263	Train loss: 1.093e-02	Val loss: 1.146e-02	 Learning rate: 1.52587890625e-08
Epoch: 264	Train loss: 1.093e-02	Val loss: 1.146e-02	 Learning rate: 1.52587890625e-08
Epoch: 265	Train loss: 1.093e-02	Val loss: 1.146e-02	 Learning rate: 1.52587890625e-08
Epoch: 266	Train loss: 1.093e-02	Val loss: 1.146e-02	 Learning rate: 1.52587890625e-08
Epoch: 267	Train loss: 1.093e-02	Val loss: 1.146e-02	 Learning rate: 1.52587890625e-08
